0	0.3372
1	0.21313
2	-0.40843
3	-0.18858
4	-1.5977
5	-1.0471
6	0.14643
7	-0.77657
8	-0.27406
9	0.32458
10	-0.86558
11	-0.89241
12	-0.65077
13	-0.17553
14	-0.49008
15	-0.86825
16	-1.1575
17	-0.54776
18	-0.53158
19	-0.7999
20	-0.77457
21	-1.3026
22	-0.59155
23	-2.0648
24	-1.0164
25	-0.86552
26	-1.7357
27	-1.4512
28	-1.388
29	-1.9525
30	-1.7633
31	-1.6617
32	-2.4476
33	-1.6728
34	-1.6544
35	-2.1523
36	-2.4167
37	-3.1178
38	-2.3994
39	-3.366
40	-2.074
41	-2.7174
42	-2.9596
43	-3.4001
44	-4.4027
45	-4.0237
46	-3.3545
47	-2.4422
48	-3.3896
49	-3.7161
50	-4.2533
51	-4.0324
52	-3.7237
53	-4.4432
54	-3.4816
55	-5.1489
56	-4.8382
57	-4.7351
58	-5.8496
59	-4.7012
60	-5.0563
61	-5.1661
62	-4.9204
63	-4.9072
64	-5.1393
65	-5.8861
66	-5.5123
67	-5.109
68	-5.7107
69	-5.397
70	-4.8891
71	-4.4334
72	-3.3734
73	-3.6669
74	-4.0834
75	-3.9733
76	-2.6885
77	-1.8853
78	-2.965
79	-3.0848
80	-3.3483
81	-1.9511
82	-2.0904
83	-1.4492
84	-2.2829
85	-1.5049
86	-1.7488
87	-0.58096
88	-1.2907
89	-0.85542
90	-0.78226
91	0.091994
92	0.012593
93	-0.50036
94	-0.11124
95	-0.11439
96	0.86468
97	0.98116
98	0.20745
99	0.28838
100	1.4382
101	2.0237
102	1.9761
103	1.3365
104	1.5491
105	2.9752
106	2.6856
107	2.7818
108	3.8497
109	3.01
110	3.6926
111	4.0504
112	4.4681
113	3.8476
114	4.6701
115	5.7994
116	3.4746
117	4.2539
118	3.7279
119	3.2351
120	3.0385
121	3.5093
122	4.224
123	2.4751
124	2.9484
125	2.2042
126	3.2779
127	2.3678
128	1.8324
129	2.0171
130	1.5102
131	1.8725
132	1.0319
133	0.36989
134	0.85968
135	1.3228
136	-0.25015
137	0.032848
138	0.46229
139	-1.1943
140	-0.11569
141	-0.24608
142	-0.62935
143	-1.1536
144	-0.80439
145	-0.7866
146	-0.39793
147	-0.56616
148	-1.1054
149	-0.15271
150	-1.0204
151	-1.4337
152	-1.279
153	-0.6628
154	-1.0269
155	-0.37882
156	-0.85803
157	0.16569
158	-2.0956
159	-1.6559
160	-1.6751
161	-1.7734
162	-1.2751
163	-2.0785
164	-2.4308
165	-2.5241
166	-2.3678
167	-3.2733
168	-2.8883
169	-4.0813
170	-3.5233
171	-4.1398
172	-4.1805
173	-3.8979
174	-4.7447
175	-4.3743
176	-4.3355
177	-4.3895
178	-3.0487
179	-2.0893
180	-2.4593
181	-2.183
182	-2.3431
183	-1.0232
184	-1.7901
185	-0.86889
186	-1.1854
187	-1.3485
188	-0.52638
189	-0.42675
190	-0.82421
191	0.028969
192	0.42112
193	-0.35285
194	-0.2984
195	0.18124
196	0.30428
197	0.68164
198	0.29957
199	0.98253
