0	0.49904
3	0.45794
6	0.69222
9	0.3325
12	0.28248
15	0.62077
18	0.47253
21	0.91707
24	0.9146
27	0.42291
30	0.6619
33	0.79381
36	1.0593
39	1.0884
42	1.4554
45	0.54542
48	1.1849
51	1.8675
54	1.7537
57	2.5045
60	2.7269
63	3.3828
66	3.9378
69	4.4948
72	4.3775
75	4.8783
78	5.4736
81	5.7133
84	6.3924
87	6.8465
90	7.4597
93	7.6034
96	7.9603
99	8.2339
103	8.9636
106	9.5583
109	9.9586
112	10.211
115	10.764
118	10.584
121	11.366
124	11.861
127	12.347
130	11.921
133	12.853
136	12.572
139	13.075
142	13.315
145	13.692
148	13.391
151	13.629
154	13.827
157	14.012
160	14.241
163	14.654
166	14.457
169	14.63
172	14.924
175	14.904
178	14.926
181	15.004
184	15.324
187	15.651
190	15.366
193	15.401
196	15.492
199	15.425
202	15.634
205	14.99
208	15.296
211	15.129
214	15.289
217	15.24
220	15.309
223	15.395
226	15.603
229	15.697
232	15.622
235	15.362
238	15.561
241	15.582
244	15.445
247	15.493
250	15.422
253	15.24
256	15.305
259	15.068
262	15.049
265	14.627
268	15.168
271	15.175
274	14.47
277	14.679
280	14.517
283	14.229
286	14.19
289	14.165
292	14.115
295	14.089
298	13.883
302	14.052
305	13.671
308	14.117
311	13.87
314	13.871
317	14.061
320	14.081
323	13.588
326	13.607
329	13.97
332	14.578
335	15.275
338	15.443
341	15.556
344	15.481
347	15.701
350	16.734
353	16.378
356	16.695
359	17.164
362	17.524
365	18.183
368	18.601
371	18.725
374	18.853
377	18.55
380	18.954
383	18.429
386	17.948
389	17.844
392	17.249
395	17.115
398	16.952
401	16.552
404	16.201
407	16.487
410	16.657
413	16.827
416	16.946
419	16.729
422	17.709
425	17.59
428	17.458
431	17.463
434	17.451
437	17.369
440	17.062
443	16.981
446	17.098
449	17.037
452	17.26
455	17.162
458	17.263
461	16.949
464	17.125
467	16.906
470	17.261
473	16.683
476	16.576
479	16.959
482	16.626
485	16.372
488	16.379
491	16.718
494	17.669
497	17.237
501	17.303
504	17.867
507	17.862
510	17.917
513	18.443
516	18.638
519	18.8
522	19.076
525	19.01
528	19.399
531	19.492
534	19.854
537	19.876
540	20.005
543	20.367
546	19.981
549	20.192
552	20.503
555	20.623
558	20.802
561	21.24
564	21.432
567	21.863
570	21.964
573	21.996
576	22.161
579	22.246
582	22.26
585	22.641
588	22.735
591	22.682
594	22.933
597	23.134
600	23.332
